Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Starter;F. Pasa;22;13;0,22;13,22;2;7;0,29;2;5;0,40;0;2;0,00;0;0;;;;;;;;;4;0;0;0;2;3;2;0;0;0;0;7;0;8;F. Pasa
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Starter;A. Risacher;16;54;0,9;54,9;3;6;0,50;3;6;0,50;0;0;;0;0;;;;;;;;;6;0;4;4;1;1;1;0;0;3;0;-5;8;10;A. Risacher
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Starter;D. Malonga;32;10;0,17;10,17;6;9;0,67;3;6;0,50;3;3;1,00;4;5;0,80;;;;;;;;19;1;10;11;1;4;1;1;0;2;3;-5;25;14;D. Malonga
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;D. Harris;30;33;0,55;33,55;4;9;0,44;4;6;0,67;0;3;0,00;2;4;0,50;;;;;;;;10;1;2;3;3;3;1;0;0;3;6;-7;7;1;D. Harris
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;J. Mouyokolo;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;J. Mouyokolo
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;T. Cleante;19;30;0,5;30,5;1;7;0,14;0;2;0,00;1;5;0,20;2;2;1,00;;;;;;;;5;1;1;2;0;1;0;0;0;0;1;-22;0;19;T. Cleante
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;L. Bentoumi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;21;L. Bentoumi
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;S. Lucet;14;22;0,37;22,37;0;1;0,00;0;1;0,00;0;0;;0;0;;;;;;;;;0;0;1;1;1;2;0;0;0;2;3;-13;-1;38;S. Lucet
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;4;6;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;8;Championat de France;Exterieur;Defaite;Bourges;;Banc;TOTAUX EQUIPE;;;;;24;56;0,43;19;38;0,50;5;18;0,28;18;24;0,75;21;24;2;13;15;6;8;71;6;28;34;15;23;11;1;0;17;20;0;71;0;TOTAUX EQUIPE
24-25;9;Championat de France;Domicile;Victoire;Angers;Capitaine;Starter;J. Wojta(C);32;23;0,38;23,38;4;9;0,44;3;8;0,38;1;1;1,00;2;2;1,00;;;;;;;;11;1;6;7;3;4;1;0;1;2;2;21;13;2;J. Wojta(C)
24-25;9;Championat de France;Domicile;Victoire;Angers;;Starter;J. Jocyte;31;52;0,87;52,87;5;11;0,45;1;3;0,33;4;8;0,50;0;0;;;;;;;;;14;0;2;2;6;0;2;0;0;1;0;13;18;4;J. Jocyte
24-25;9;Championat de France;Domicile;Victoire;Angers;;Starter;F. Pasa;30;56;0,93;56,93;4;8;0,50;4;7;0,57;0;1;0,00;1;4;0,25;;;;;;;;9;1;2;3;6;1;2;0;0;1;5;25;12;8;F. Pasa
