Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;20;Championat de France;;Victoire;Bourges;;Banc;N. Desset;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;21;N. Desset
24-25;20;Championat de France;;Victoire;Bourges;;Banc;M. Garrick;32;21;0,35;21,35;5;10;0,50;1;4;0,25;4;6;0,67;0;0;;;;;;;;;14;0;3;3;3;0;1;0;0;0;2;1;16;23;M. Garrick
24-25;20;Championat de France;;Victoire;Bourges;;Banc;C. Dalstra;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;70;C. Dalstra
24-25;20;Championat de France;;Victoire;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;2;5;0;1;0;0;0;1;0;0;0;0;Team / Coach
24-25;20;Championat de France;;Victoire;Bourges;;Banc;TOTAUX EQUIPE;;;;;37;81;0,46;28;52;0,54;9;29;0,31;17;24;0,71;30;50;12;12;36;19;15;100;15;31;46;23;18;13;0;3;21;25;0;113;0;TOTAUX EQUIPE
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Starter;M. Akoa Makani;33;47;0,78;47,78;5;8;0,63;1;3;0,33;4;5;0,80;2;4;0,50;;;;;;;;16;1;4;5;5;4;3;0;0;4;4;0;20;8;M. Akoa Makani
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Starter;M. Daramy;22;55;0,92;55,92;2;9;0,22;0;2;0,00;2;7;0,29;2;4;0,50;;;;;;;;8;0;0;0;3;0;1;0;0;2;2;0;3;9;M. Daramy
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Starter;S. Thomas;26;1;0,02;1,02;8;16;0,50;8;16;0,50;0;0;;0;1;0,00;;;;;;;;16;2;6;8;2;2;0;0;0;2;2;-3;15;20;S. Thomas
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;Capitaine;Starter;C. Chabrier(C);34;28;0,47;28,47;3;7;0,43;2;3;0,67;1;4;0,25;0;0;;;;;;;;;7;2;3;5;8;2;2;1;0;3;2;15;17;25;C. Chabrier(C)
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Starter;M. Djaldi-Tabdi;31;28;0,47;28,47;3;3;1,00;1;1;1,00;2;2;1,00;1;1;1,00;;;;;;;;9;0;4;4;1;1;2;0;0;4;3;17;15;33;M. Djaldi-Tabdi
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Banc;P. Strautmane;22;53;0,88;53,88;4;9;0,44;2;3;0,67;2;6;0,33;0;0;;;;;;;;;10;2;5;7;2;1;1;0;0;0;0;-8;14;14;P. Strautmane
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Banc;N. Desset;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;21;N. Desset
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Banc;M. Garrick;22;50;0,83;50,83;1;7;0,14;0;3;0,00;1;4;0,25;0;0;;;;;;;;;3;0;2;2;1;0;0;0;1;1;0;1;0;23;M. Garrick
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Banc;C. Dalstra;5;8;0,13;8,13;1;2;0,50;1;2;0,50;0;0;;0;0;;;;;;;;;2;0;0;0;0;1;0;0;0;1;1;3;0;70;C. Dalstra
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;3;0;0;0;0;0;0;0;0;Team / Coach
24-25;21;Championat de France;;Victoire;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;27;61;0,44;15;33;0,45;12;28;0,43;5;10;0,50;14;28;15;9;15;16;10;71;9;26;35;22;14;9;1;1;17;14;0;85;0;TOTAUX EQUIPE
24-25;22;Championat de France;;Victoire;Landerneau;;Starter;M. Akoa Makani;32;12;0,2;12,2;5;14;0,36;4;11;0,36;1;3;0,33;5;5;1,00;;;;;;;;16;1;2;3;5;3;3;0;3;3;2;19;15;8;M. Akoa Makani
24-25;22;Championat de France;;Victoire;Landerneau;;Starter;M. Daramy;29;55;0,92;55,92;3;8;0,38;3;7;0,43;0;1;0,00;4;5;0,80;;;;;;;;10;4;2;6;1;2;1;0;0;1;3;29;10;9;M. Daramy
24-25;22;Championat de France;;Victoire;Landerneau;;Starter;S. Thomas;28;17;0,28;17,28;7;12;0,58;7;12;0,58;0;0;;2;2;1,00;;;;;;;;16;3;3;6;0;2;3;0;1;1;1;5;18;20;S. Thomas
24-25;22;Championat de France;;Victoire;Landerneau;Capitaine;Starter;C. Chabrier(C);24;43;0,72;43,72;1;6;0,17;1;5;0,20;0;1;0,00;2;2;1,00;;;;;;;;4;0;5;5;4;4;3;0;0;4;2;9;7;25;C. Chabrier(C)
24-25;22;Championat de France;;Victoire;Landerneau;;Starter;M. Djaldi-Tabdi;30;28;0,47;28,47;6;11;0,55;4;5;0,80;2;6;0,33;1;1;1,00;;;;;;;;15;2;7;9;4;0;1;1;0;2;1;30;25;33;M. Djaldi-Tabdi
24-25;22;Championat de France;;Victoire;Landerneau;;Banc;P. Strautmane;19;12;0,2;12,2;1;5;0,20;0;3;0,00;1;2;0,50;0;0;;;;;;;;;3;0;1;1;2;1;1;0;1;0;0;12;2;14;P. Strautmane
24-25;22;Championat de France;;Victoire;Landerneau;;Banc;W. Rhennam;1;1;0,02;1,02;1;1;1,00;1;1;1,00;0;0;;1;1;1,00;;;;;;;;3;0;0;0;0;0;0;0;0;0;1;6;3;21;W. Rhennam
24-25;22;Championat de France;;Victoire;Landerneau;;Banc;M. Garrick;27;57;0,95;57,95;5;10;0,50;2;3;0,67;3;7;0,43;0;0;;;;;;;;;13;1;5;6;2;1;1;0;0;3;2;17;16;23;M. Garrick
24-25;22;Championat de France;;Victoire;Landerneau;;Banc;C. Dalstra;5;5;0,08;5,08;2;6;0,33;2;6;0,33;0;0;;0;0;;;;;;;;;4;3;1;4;1;0;0;0;1;1;1;8;5;70;C. Dalstra
24-25;22;Championat de France;;Victoire;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;22;Championat de France;;Victoire;Landerneau;;Banc;TOTAUX EQUIPE;;;;;31;73;0,42;24;53;0,45;7;20;0,35;15;16;0,94;32;42;15;24;23;27;11;84;16;28;44;19;14;13;1;6;15;13;0;104;0;TOTAUX EQUIPE
