Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;1/4 finale Retour;Playoff;Domicile;Defaite;Tarbes;;Banc;M. Selle;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;24;M. Selle
24-25;1/4 finale Retour;Playoff;Domicile;Defaite;Tarbes;;Banc;I. Pitarch Granel;3;7;0,12;7,12;0;1;0,00;0;0;;0;1;0,00;0;0;;;;;;;;;0;0;0;0;0;1;1;0;0;0;0;-1;-1;26;I. Pitarch Granel
24-25;1/4 finale Retour;Playoff;Domicile;Defaite;Tarbes;;Banc;T. Pouye;26;27;0,45;27,45;7;11;0,64;4;6;0,67;3;5;0,60;2;2;1,00;;;;;;;;19;0;3;3;2;1;1;0;0;3;2;-1;20;32;T. Pouye
24-25;1/4 finale Retour;Playoff;Domicile;Defaite;Tarbes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;0;2;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;1/4 finale Retour;Playoff;Domicile;Defaite;Tarbes;;Banc;TOTAUX EQUIPE;;;;;28;58;0,48;17;35;0,49;11;23;0,48;12;16;0,75;15;30;5;13;36;9;10;79;7;24;31;21;14;9;2;2;12;18;0;94;0;TOTAUX EQUIPE
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;A. Okonkwo;33;5;0,08;5,08;4;11;0,36;4;8;0,50;0;3;0,00;0;0;;;;;;;;;8;2;1;3;2;5;1;0;0;3;1;-4;2;0;A. Okonkwo
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;M. Green;24;56;0,93;56,93;1;3;0,33;1;1;1,00;0;2;0,00;0;0;;;;;;;;;2;0;3;3;3;3;2;0;0;3;1;-1;5;7;M. Green
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;P. Astier;33;26;0,43;26,43;4;17;0,24;4;14;0,29;0;3;0,00;1;1;1,00;;;;;;;;9;0;6;6;4;5;2;0;0;1;4;-4;3;18;P. Astier
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;K. Diaby Martiniere;31;21;0,35;21,35;8;11;0,73;8;11;0,73;0;0;;3;5;0,60;;;;;;;;19;3;4;7;1;3;0;1;0;4;6;-1;20;22;K. Diaby Martiniere
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;Capitaine;Starter;A. Spanou(C);24;56;0,93;56,93;1;5;0,20;0;2;0,00;1;3;0,33;2;2;1,00;;;;;;;;5;1;3;4;3;0;1;0;0;4;2;15;9;25;A. Spanou(C)
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;A. Filip;2;4;0,07;4,07;0;1;0,00;0;1;0,00;0;0;;2;2;1,00;;;;;;;;2;0;1;1;0;0;0;0;0;0;1;3;2;11;A. Filip
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;C. Collin;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;20;C. Collin
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;L. Guapo;15;49;0,82;49,82;0;3;0,00;0;2;0,00;0;1;0,00;0;0;;;;;;;;;0;1;3;4;2;0;0;1;0;2;0;4;4;21;L. Guapo
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;M. Selle;1;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-4;0;24;M. Selle
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;I. Pitarche Granel;8;3;0,05;3,05;1;3;0,33;1;2;0,50;0;1;0,00;2;2;1,00;;;;;;;;4;0;2;2;1;2;0;0;1;3;1;-6;3;26;I. Pitarche Granel
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;J. Bourgeois;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;27;J. Bourgeois
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;T. Pouye;22;38;0,63;38,63;3;10;0,30;2;7;0,29;1;3;0,33;2;2;1,00;;;;;;;;9;1;4;5;0;1;1;0;3;3;2;6;7;32;T. Pouye
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;3;5;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;1/4 de finale;Coupe de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;22;64;0,34;20;48;0,42;2;16;0,13;12;14;0,86;16;32;10;6;15;9;10;58;10;30;40;16;19;7;2;4;23;18;0;60;0;TOTAUX EQUIPE
